"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",20785,4,"6908432","Aug 28, 2018",8/28/2018,,,"U-731",
"N",21880,4,"6908432","Aug 28, 2018",8/28/2018,,,"U-1210",
"N",204026,4,"6908432","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",205836,4,"6911461","Feb 21, 2021",2/21/2021,"Y","Y","U-1815",
"N",22063,4,"6913768","May 24, 2023",5/24/2023,,"Y","U-2025",
"N",21121,4,"6919373","Jul 31, 2017",7/31/2017,,,"U-666",
"N",21121,4,"6919373*PED","Jan 31, 2018",1/31/2018,,,,
"N",21392,4,"6923984","Feb 25, 2021",2/25/2021,,"Y",,
"N",21121,4,"6930129","Jul 31, 2017",7/31/2017,,,"U-666",
"N",21121,4,"6930129*PED","Jan 31, 2018",1/31/2018,,,,
"N",205649,4,"6936590","Oct 4, 2020",10/4/2020,,,"U-493",
"N",21368,4,"6943166","Apr 26, 2020",4/26/2020,,,"U-155",
"N",202834,4,"6949571","Jun 8, 2021",6/8/2021,"Y","Y","U-106",
"N",202834,4,"6949571","Jun 8, 2021",6/8/2021,"Y","Y","U-2088",
"N",202834,4,"6949571","Jun 8, 2021",6/8/2021,"Y","Y","U-2089",
"N",50795,4,"6958161","Dec 15, 2022",12/15/2022,,"Y","U-918",
"N",20592,4,"6960577","Nov 1, 2017",11/1/2017,,,"U-963",
"N",21086,4,"6960577","Nov 1, 2017",11/1/2017,,,"U-964",
"N",21520,4,"6960577","Nov 1, 2017",11/1/2017,,,"U-962",
"N",21947,4,"6974590","Mar 26, 2019",3/26/2019,,,"U-767",
"N",22256,4,"6992110","Nov 5, 2021",11/5/2021,,,"U-882",
"N",21366,4,"7030152","Apr 2, 2018",4/2/2018,,,"U-1032",
"N",21366,4,"7030152*PED","Oct 2, 2018",10/2/2018,,,,
"N",21436,4,"7053092","Jan 28, 2022",1/28/2022,,,"U-839",
"N",21729,4,"7053092","Jan 28, 2022",1/28/2022,,,"U-839",
"N",22580,4,"7056890","Jun 14, 2020",6/14/2020,,"Y","U-1262",
"N",21301,4,"7067148","Feb 15, 2022",2/15/2022,,"Y",,
"N",22426,4,"7078381","Feb 2, 2019",2/2/2019,,,"U-1335",
"N",202343,4,"7078381","Feb 2, 2019",2/2/2019,,,"U-1188",
"N",205831,4,"7083808","Dec 16, 2019",12/16/2019,,"Y",,
"N",202799,4,"7084245","May 12, 2024",5/12/2024,"Y","Y","U-1238",
"N",203312,4,"7094427","May 29, 2022",5/29/2022,,"Y","U-1645",
"N",21301,4,"7101569","Oct 2, 2023",10/2/2023,,,"U-759",
"N",21977,4,"7105486","Feb 24, 2023",2/24/2023,,,"U-727",
"N",21977,4,"7105486","Feb 24, 2023",2/24/2023,,,"U-842",
"N",208510,4,"7105486","Feb 24, 2023",2/24/2023,,,"U-727",
"N",21392,4,"7108866","Dec 17, 2019",12/17/2019,,"Y","U-107",
"N",21880,4,"7119106","Jul 24, 2016",7/24/2016,,"Y",,
"N",202343,4,"7125873","Jul 26, 2022",7/26/2022,,"Y","U-1189",
"N",202343,4,"7125873","Jul 26, 2022",7/26/2022,,"Y","U-1190",
"N",202343,4,"7125873","Jul 26, 2022",7/26/2022,,"Y","U-1192",
"N",202343,4,"7125873","Jul 26, 2022",7/26/2022,,"Y","U-1193",
"N",21986,4,"7125875","Apr 13, 2020",4/13/2020,,,"U-779",
"N",21986,4,"7125875","Apr 13, 2020",4/13/2020,,,"U-780",
"N",21938,4,"7125905","Feb 15, 2021",2/15/2021,"Y","Y",,
"N",21875,4,"7132570","Dec 18, 2023",12/18/2023,"Y","Y",,
"N",21875,4,"7132570*PED","Jun 18, 2024",6/18/2024,,,,
"N",21453,4,"7135465","Feb 18, 2023",2/18/2023,,"Y","U-167",
"N",21453,4,"7135465*PED","Aug 18, 2023",8/18/2023,,,,
"N",20785,4,"7141018","Oct 23, 2020",10/23/2020,,,"U-731",
"N",204447,4,"7144884","Jan 9, 2023",1/9/2023,"Y","Y","U-1439",
"N",21986,4,"7153856","Apr 28, 2020",4/28/2020,,,"U-780",
"N",22291,4,"7160870","Nov 20, 2022",11/20/2022,"Y","Y","U-1306",
"N",22291,4,"7160870","Nov 20, 2022",11/20/2022,"Y","Y","U-1575",
"N",22291,4,"7160870","Nov 20, 2022",11/20/2022,"Y","Y","U-1714",
"N",22291,4,"7160870","Nov 20, 2022",11/20/2022,"Y","Y","U-930",
"N",22291,4,"7160870*PED","May 20, 2023",5/20/2023,,,,
"N",204819,4,"7173037","Apr 25, 2023",4/25/2023,"Y","Y",,
"N",21368,4,"7182958","Apr 26, 2020",4/26/2020,,"Y","U-155",
"N",21880,4,"7189740","Apr 11, 2023",4/11/2023,,,,
"N",21880,4,"7189740","Apr 11, 2023",4/11/2023,,,"U-1215",
"N",207947,4,"7205302","Apr 4, 2023",4/4/2023,"Y","Y","U-1797",
"N",21938,4,"7211600","Dec 22, 2020",12/22/2020,,,"U-883",
"N",21450,4,"7220767","Nov 28, 2020",11/28/2020,,"Y",,
"N",21450,4,"7220767*PED","May 28, 2021",5/28/2021,,,,
"N",21977,4,"7223735","Feb 24, 2023",2/24/2023,,"Y",,
"N",208510,4,"7223735","Feb 24, 2023",2/24/2023,,"Y",,
"N",205831,4,"7247318","Dec 16, 2019",12/16/2019,,"Y",,
"N",22012,4,"7268156","Jun 27, 2023",6/27/2023,"Y","Y","U-3",
"N",22012,4,"7268156","Jun 27, 2023",6/27/2023,"Y","Y","U-313",
"N",22012,4,"7268156*PED","Dec 27, 2023",12/27/2023,,,,
"N",21610,4,"7276250","Feb 4, 2023",2/4/2023,,"Y","U-826",
"N",18780,4,"7291132","Aug 9, 2024",8/9/2024,,"Y",,
"N",21875,4,"7297346","Nov 29, 2023",11/29/2023,,"Y",,
"N",21875,4,"7297346*PED","May 29, 2024",5/29/2024,,,,
"N",22334,4,"7297703","Dec 6, 2019",12/6/2019,,"Y",,
"N",22334,4,"7297703*PED","Jun 6, 2020",6/6/2020,,,,
"N",202343,4,"7326708","Apr 11, 2026",4/11/2026,"Y","Y","U-1188",
"N",22291,4,"7332481","May 24, 2021",5/24/2021,,,"U-1306",
"N",22291,4,"7332481","May 24, 2021",5/24/2021,,,"U-1575",
"N",22291,4,"7332481","May 24, 2021",5/24/2021,,,"U-1714",
"N",22291,4,"7332481","May 24, 2021",5/24/2021,,,"U-930",
"N",22291,4,"7332481*PED","Nov 24, 2021",11/24/2021,,,,
"N",21071,4,"7358366","Apr 19, 2020",4/19/2020,"Y",,,
"N",21410,4,"7358366","Apr 19, 2020",4/19/2020,"Y",,,
"N",21700,4,"7358366","Apr 19, 2020",4/19/2020,"Y",,,
"N",21071,4,"7358366*PED","Oct 19, 2020",10/19/2020,,,,
"N",21410,4,"7358366*PED","Oct 19, 2020",10/19/2020,,,,
"N",21700,4,"7358366*PED","Oct 19, 2020",10/19/2020,,,,
"N",22128,4,"7368460","Nov 25, 2022",11/25/2022,,,"U-824",
"N",19901,4,"7368469","Aug 30, 2020",8/30/2020,,,"U-871",
"N",22021,4,"7368469","Aug 30, 2020",8/30/2020,,,"U-871",
"N",21468,4,"7381428","Aug 26, 2024",8/26/2024,,,"U-890",
"N",208090,4,"7399488","Mar 24, 2025",3/24/2025,,"Y",,
"N",21957,4,"7411070","May 25, 2018",5/25/2018,"Y",,,
"N",21957,4,"7411070*PED","Nov 25, 2018",11/25/2018,,,,
"N",21829,4,"7413747","Mar 18, 2019",3/18/2019,,"Y",,
"N",202799,4,"7414105","May 12, 2024",5/12/2024,"Y","Y","U-1238",
"N",203496,4,"7417070","Jul 30, 2026",7/30/2026,"Y",,,
"N",21951,4,"7435427","Sep 21, 2021",9/21/2021,,"Y",,
"N",20785,4,"7435745","Nov 3, 2017",11/3/2017,,,"U-899",
"N",205831,4,"7438930","Dec 16, 2019",12/16/2019,,"Y",,"Y"
"N",21211,4,"7446090","Aug 23, 2019",8/23/2019,,"Y",,
"N",22291,4,"7452874","May 24, 2021",5/24/2021,"Y","Y","U-1714",
"N",22291,4,"7452874*PED","Nov 24, 2021",11/24/2021,,,,
"N",22426,4,"7459428","Feb 2, 2019",2/2/2019,,,"U-1336",
"N",202343,4,"7459428","Feb 2, 2019",2/2/2019,,,"U-1189",
"N",21468,4,"7465465","Aug 26, 2024",8/26/2024,,"Y",,
"N",21880,4,"7465800","Apr 27, 2027",4/27/2027,"Y","Y",,
"N",21880,4,"7468363","Oct 7, 2023",10/7/2023,,,,
"N",21880,4,"7468363","Oct 7, 2023",10/7/2023,,,"U-1414",
"N",21976,4,"7470506","Jun 23, 2019",6/23/2019,,,"U-1209",
"N",21976,4,"7470506","Jun 23, 2019",6/23/2019,,,"U-1305",
"N",21976,4,"7470506","Jun 23, 2019",6/23/2019,,,"U-935",
"N",21976,4,"7470506*PED","Dec 23, 2019",12/23/2019,,,,
"N",22291,4,"7473686","May 24, 2021",5/24/2021,"Y","Y","U-1306",
"N",22291,4,"7473686","May 24, 2021",5/24/2021,"Y","Y","U-1575",
"N",22291,4,"7473686","May 24, 2021",5/24/2021,"Y","Y","U-1714",
"N",22291,4,"7473686","May 24, 2021",5/24/2021,"Y","Y","U-930",
"N",22291,4,"7473686*PED","Nov 24, 2021",11/24/2021,,,,
"N",21986,4,"7491725","Mar 28, 2026",3/28/2026,"Y","Y",,
"N",202799,4,"7528104","May 12, 2024",5/12/2024,"Y","Y",,
"N",203496,4,"7544713","Jul 14, 2024",7/14/2024,,,"U-1475",
"N",22291,4,"7547719","Jul 13, 2025",7/13/2025,"Y","Y","U-1306",
"N",22291,4,"7547719","Jul 13, 2025",7/13/2025,"Y","Y","U-1575",
"N",22291,4,"7547719","Jul 13, 2025",7/13/2025,"Y","Y","U-1714",
"N",22291,4,"7547719","Jul 13, 2025",7/13/2025,"Y","Y","U-930",
"N",22291,4,"7547719*PED","Jan 13, 2026",1/13/2026,,,,
"N",202799,4,"7550433","Jun 2, 2026",6/2/2026,,,"U-1238",
"N",22580,4,"7553818","Jun 14, 2020",6/14/2020,,,"U-1262",
"N",20378,4,"7563763","Aug 23, 2019",8/23/2019,,"Y",,
"N",21211,4,"7563763","Aug 23, 2019",8/23/2019,,,"U-1183",
"N",21211,4,"7563763","Aug 23, 2019",8/23/2019,,,"U-1367",
"N",21211,4,"7563763","Aug 23, 2019",8/23/2019,,,"U-993",
"N",22128,4,"7576097","May 25, 2021",5/25/2021,"Y",,,
"N",22266,4,"7579019","Jan 22, 2020",1/22/2020,,,"U-767",
"N",207932,4,"7579019","Jan 22, 2020",1/22/2020,,,"U-1769",
"N",206111,4,"7579449","Nov 5, 2025",11/5/2025,"Y",,,
"N",208658,4,"7579449","Nov 5, 2025",11/5/2025,"Y",,,
"N",202192,4,"7598257","Dec 24, 2027",12/24/2027,"Y","Y","U-1201",
"N",202192,4,"7598257","Dec 24, 2027",12/24/2027,"Y","Y","U-1622",
"N",21299,4,"7598271","May 4, 2025",5/4/2025,"Y",,,
"N",19734,4,"7612102","Dec 26, 2027",12/26/2027,,"Y",,
"N",21977,4,"7655630","Feb 24, 2023",2/24/2023,"Y",,,
"N",208510,4,"7655630","Feb 24, 2023",2/24/2023,"Y","Y",,
"N",22210,4,"7658918","Feb 20, 2028",2/20/2028,,"Y",,
"N",21977,4,"7659253","Feb 24, 2023",2/24/2023,"Y","Y","U-727",
"N",208510,4,"7659253","Feb 24, 2023",2/24/2023,"Y","Y","U-727",
"N",21977,4,"7659254","Feb 24, 2023",2/24/2023,,,"U-1034",
"N",208510,4,"7659254","Feb 24, 2023",2/24/2023,,,"U-727",
"N",22580,4,"7659256","Jun 14, 2020",6/14/2020,,"Y","U-1262",
"N",19734,4,"7659291","Apr 18, 2027",4/18/2027,,,"U-1029",
"N",21977,4,"7662787","Feb 24, 2023",2/24/2023,"Y",,,
"N",208510,4,"7662787","Feb 24, 2023",2/24/2023,"Y",,,
"N",21977,4,"7662788","Feb 24, 2023",2/24/2023,,,"U-727",
"N",208510,4,"7662788","Feb 24, 2023",2/24/2023,,,"U-727",
"N",21977,4,"7671030","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",208510,4,"7671030","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",21977,4,"7671031","Feb 24, 2023",2/24/2023,,,"U-727",
"N",208510,4,"7671031","Feb 24, 2023",2/24/2023,,,"U-727",
"N",21977,4,"7674774","Feb 24, 2023",2/24/2023,,"Y","U-842",
"N",208510,4,"7674774","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",22580,4,"7674776","Jun 14, 2020",6/14/2020,,"Y","U-1262",
"N",21977,4,"7678770","Feb 24, 2023",2/24/2023,,,"U-842",
"N",208510,4,"7678770","Feb 24, 2023",2/24/2023,,,"U-727",
"N",21977,4,"7678771","Feb 24, 2023",2/24/2023,,"Y","U-842",
"N",208510,4,"7678771","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",22321,4,"7682633","Jun 19, 2027",6/19/2027,,,"U-1510",
"N",22321,4,"7682634","Jun 19, 2027",6/19/2027,,"Y",,
"N",21977,4,"7687466","Feb 24, 2023",2/24/2023,,"Y",,
"N",208510,4,"7687466","Feb 24, 2023",2/24/2023,,"Y",,
"N",21977,4,"7687467","Feb 24, 2023",2/24/2023,,"Y","U-842",
"N",208510,4,"7687467","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",21924,4,"7691411","Mar 14, 2024",3/14/2024,,"Y",,
"N",22421,4,"7695734","Apr 26, 2028",4/26/2028,,"Y",,
"N",21400,4,"7696206","Oct 31, 2018",10/31/2018,"Y","Y","U-533",
"N",21977,4,"7700561","Feb 24, 2023",2/24/2023,,"Y",,
"N",21976,4,"7700645","Dec 26, 2026",12/26/2026,"Y","Y",,
"N",21976,4,"7700645*PED","Jun 26, 2027",6/26/2027,,,,
"N",21977,4,"7713936","Feb 24, 2023",2/24/2023,,,"U-727",
"N",208510,4,"7713936","Feb 24, 2023",2/24/2023,,,"U-727",
"N",206111,4,"7713938","Apr 15, 2027",4/15/2027,"Y","Y",,
"N",208658,4,"7713938","Apr 15, 2027",4/15/2027,"Y","Y",,
"N",21977,4,"7718619","Feb 24, 2023",2/24/2023,,"Y","U-842",
"N",208510,4,"7718619","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",21977,4,"7723305","Feb 24, 2023",2/24/2023,,"Y","U-842",
"N",208510,4,"7723305","Feb 24, 2023",2/24/2023,,"Y","U-727",
"N",21924,4,"7723390","Mar 14, 2024",3/14/2024,,"Y",,
"N",204370,4,"7737142","Mar 27, 2027",3/27/2027,"Y","Y","U-1750",
"N",22334,4,"7741338","Dec 6, 2019",12/6/2019,,"Y",,
"N",204824,4,"7744582","Aug 10, 2019",8/10/2019,,"Y","U-1442",
"N",208090,4,"7771707","Mar 24, 2025",3/24/2025,,"Y",,
"N",204824,4,"7776015","Aug 10, 2019",8/10/2019,,"Y",,
"N",22291,4,"7790704","May 24, 2021",5/24/2021,,,"U-1306",
"N",22291,4,"7790704","May 24, 2021",5/24/2021,,,"U-1575",
"N",22291,4,"7790704","May 24, 2021",5/24/2021,,,"U-1714",
"N",22291,4,"7790704","May 24, 2021",5/24/2021,,,"U-930",
"N",22291,4,"7790704*PED","Nov 24, 2021",11/24/2021,,,,
"N",50808,4,"7790705","Jun 24, 2025",6/24/2025,,,"U-1078",
"N",22291,4,"7795293","May 21, 2023",5/21/2023,,,"U-1306",
"N",22291,4,"7795293","May 21, 2023",5/21/2023,,,"U-1575",
"N",22291,4,"7795293","May 21, 2023",5/21/2023,,,"U-1714",
"N",22291,4,"7795293","May 21, 2023",5/21/2023,,,"U-930",
"N",22291,4,"7795293*PED","Nov 21, 2023",11/21/2023,,,,
"N",202971,4,"7807680","Oct 19, 2024",10/19/2024,,"Y",,
"N",22426,4,"7807689","Jun 27, 2028",6/27/2028,"Y","Y","U-1337",
"N",22321,4,"7815934","Dec 12, 2027",12/12/2027,,"Y",,
"N",207621,4,"7815934","Dec 12, 2027",12/12/2027,,"Y",,
"N",201655,4,"7851482","Jul 10, 2029",7/10/2029,"Y",,,
"N",21880,4,"7855217","Nov 24, 2024",11/24/2024,"Y","Y",,
"N",21947,4,"7862832","Jun 15, 2028",6/15/2028,,"Y",,
"N",21947,4,"7862833","Jun 15, 2028",6/15/2028,,"Y",,
"N",20785,4,"7874984","Aug 28, 2018",8/28/2018,,,"U-1109",
"N",20785,4,"7874984","Aug 28, 2018",8/28/2018,,,"U-371",
"N",20785,4,"7874984","Aug 28, 2018",8/28/2018,,,"U-442",
"N",20785,4,"7874984","Aug 28, 2018",8/28/2018,,,"U-732",
"N",20785,4,"7874984","Aug 28, 2018",8/28/2018,,,"U-733",
"N",22256,4,"7888342","Nov 5, 2021",11/5/2021,,,"U-882",
"N",205422,4,"7888362","Feb 23, 2027",2/23/2027,"Y",,,
"N",20800,4,"7905352","Apr 12, 2027",4/12/2027,,"Y",,
"N",22510,4,"7910132","Sep 24, 2019",9/24/2019,,"Y","U-767",
"N",50684,4,"7915229","Apr 14, 2023",4/14/2023,,"Y",,
"N",22251,4,"7919115","Jan 4, 2029",1/4/2029,"Y","Y",,
"N",202799,4,"7919118","May 12, 2024",5/12/2024,"Y","Y",,
"N",202799,4,"7919461","Jun 2, 2026",6/2/2026,,,"U-1238",
"N",50808,4,"7919483","Mar 7, 2027",3/7/2027,,,"U-1078",
"N",205649,4,"7919598","Dec 16, 2029",12/16/2029,"Y",,,
"N",22008,4,"7927624","Dec 2, 2021",12/2/2021,,"Y","U-20",
"N",203858,4,"7932268","Aug 19, 2027",8/19/2027,,,"U-1316",
"N",204353,4,"7943582","Feb 26, 2029",2/26/2029,"Y","Y","U-493",
"N",205879,4,"7943582","Feb 26, 2029",2/26/2029,"Y","Y","U-493",
"N",204370,4,"7943621","Dec 16, 2028",12/16/2028,"Y","Y",,
"N",204353,4,"7943788","Jul 14, 2027",7/14/2027,"Y","Y",,
"N",205879,4,"7943788","Jul 14, 2027",7/14/2027,"Y","Y",,
"N",204569,4,"7951797","Nov 20, 2029",11/20/2029,"Y","Y","U-620",
"N",206544,4,"7955619","Aug 12, 2028",8/12/2028,,"Y",,
"N",20785,4,"7959566","Oct 23, 2020",10/23/2020,,,"U-1155",
"N",21366,4,"7964614","Apr 2, 2018",4/2/2018,,,"U-1032",
"N",21366,4,"7964614*PED","Oct 2, 2018",10/2/2018,,,,
"N",21880,4,"7968569","Oct 7, 2023",10/7/2023,,,,
"N",21880,4,"7968569","Oct 7, 2023",10/7/2023,,,"U-1216",
"N",22256,4,"7994220","Sep 19, 2029",9/19/2029,,,"U-819",
"N",200533,4,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-1178",
"N",200533,4,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-1276",
"N",21272,4,"7999007","Mar 29, 2029",3/29/2029,,"Y","U-1437",
"N",22410,4,"8017150","Feb 13, 2023",2/13/2023,,"Y",,
"N",21436,4,"8017615","Jun 16, 2024",6/16/2024,,"Y",,
"N",21729,4,"8017615","Jun 16, 2024",6/16/2024,,"Y",,
"N",21436,4,"8017615*PED","Dec 16, 2024",12/16/2024,,,,
"N",21729,4,"8017615*PED","Dec 16, 2024",12/16/2024,,,,
"N",204824,4,"8021335","Oct 4, 2026",10/4/2026,,"Y",,
"N",21695,4,"8026281","Apr 22, 2025",4/22/2025,,,"U-1447",
"N",21695,4,"8026281","Apr 22, 2025",4/22/2025,,,"U-1448",
"N",202971,4,"8030313","Oct 19, 2024",10/19/2024,,,"U-1632",
"N",202971,4,"8030313","Oct 19, 2024",10/19/2024,,,"U-543",
"N",22525,4,"8039009","Mar 24, 2029",3/24/2029,,,"U-539",
"N",206439,4,"8039009","Mar 24, 2029",3/24/2029,,,"U-1641",
"N",22525,4,"8039009*PED","Sep 24, 2029",9/24/2029,,,,
"N",206439,4,"8039009*PED","Sep 24, 2029",9/24/2029,,,,
"N",22291,4,"8052993","Aug 1, 2027",8/1/2027,,"Y","U-1714",
"N",22291,4,"8052993*PED","Feb 1, 2028",2/1/2028,,,,
"N",22291,4,"8052994","Aug 1, 2027",8/1/2027,,"Y","U-1714",
"N",22291,4,"8052994*PED","Feb 1, 2028",2/1/2028,,,,
"N",206439,4,"8058291","Dec 5, 2029",12/5/2029,,,"U-1641",
"N",22291,4,"8062665","Aug 1, 2027",8/1/2027,,"Y","U-1714",
"N",22291,4,"8062665*PED","Feb 1, 2028",2/1/2028,,,,
"N",22291,4,"8071129","Aug 1, 2027",8/1/2027,,"Y","U-1306",
"N",22291,4,"8071129","Aug 1, 2027",8/1/2027,,"Y","U-1575",
"N",22291,4,"8071129","Aug 1, 2027",8/1/2027,,"Y","U-1714",
"N",22291,4,"8071129","Aug 1, 2027",8/1/2027,,"Y","U-930",
"N",22291,4,"8071129*PED","Feb 1, 2028",2/1/2028,,,,
"N",200533,4,"8075872","Nov 20, 2023",11/20/2023,,"Y",,
"N",201655,4,"8075872","Nov 20, 2023",11/20/2023,,"Y",,
"N",20165,4,"8075911","May 22, 2021",5/22/2021,,"Y",,
"N",21947,4,"8092832","Dec 30, 2024",12/30/2024,,"Y",,
"N",22012,4,"8101209","Sep 11, 2025",9/11/2025,,"Y",,
"N",22012,4,"8101209*PED","Mar 11, 2026",3/11/2026,,,,
"N",22314,4,"8101599","May 16, 2023",5/16/2023,,"Y",,
"N",200533,4,"8114383","Oct 10, 2024",10/10/2024,,"Y",,"Y"
"N",201655,4,"8114383","Aug 8, 2024",8/8/2024,,"Y",,
"N",21947,4,"8119158","Dec 30, 2024",12/30/2024,,"Y",,
"N",50684,4,"8133883","Apr 14, 2023",4/14/2023,,"Y","U-282",
"N",18207,4,"8133893","Mar 13, 2029",3/13/2029,"Y","Y",,
"N",207932,4,"8147866","Jul 23, 2027",7/23/2027,,"Y","U-1769",
"N",22321,4,"8158156","Jun 19, 2027",6/19/2027,,,"U-1510",
"N",204026,4,"8158653","Aug 10, 2016",8/10/2016,,"Y",,
"N",21121,4,"8163798","Jul 31, 2017",7/31/2017,,"Y",,
"N",21121,4,"8163798*PED","Jan 31, 2018",1/31/2018,,,,
"N",22525,4,"8168209","Nov 22, 2025",11/22/2025,,"Y",,
"N",206439,4,"8168209","Nov 22, 2025",11/22/2025,,"Y",,
"N",22525,4,"8168209*PED","May 22, 2026",5/22/2026,,,,
"N",206439,4,"8168209*PED","May 22, 2026",5/22/2026,,,,
"N",202343,4,"8168637","Jun 26, 2022",6/26/2022,,"Y","U-1188",
"N",22426,4,"8173663","Mar 15, 2025",3/15/2025,,,"U-1338",
"N",22525,4,"8173708","Nov 22, 2025",11/22/2025,,,"U-539",
"N",206439,4,"8173708","Nov 22, 2025",11/22/2025,,,"U-1641",
"N",22525,4,"8173708*PED","May 22, 2026",5/22/2026,,,,
"N",206439,4,"8173708*PED","May 22, 2026",5/22/2026,,,,
"N",200045,4,"8183295","May 16, 2023",5/16/2023,,"Y",,
"N",201655,4,"8192722","Sep 15, 2025",9/15/2025,,"Y",,
"N",204026,4,"8198262","Oct 19, 2024",10/19/2024,,,"U-1360",
"N",20785,4,"8204763","Aug 28, 2018",8/28/2018,,,"U-1249",
"N",21880,4,"8204763","Aug 28, 2018",8/28/2018,,,"U-1249",
"N",204026,4,"8204763","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",22210,4,"8221747","Feb 20, 2028",2/20/2028,,"Y",,
"N",204353,4,"8222219","Jul 30, 2024",7/30/2024,,,"U-493",
"N",205879,4,"8222219","Jul 30, 2024",7/30/2024,,,"U-493",
"N",203752,4,"8231906","Jul 4, 2030",7/4/2030,"Y","Y",,
"N",21410,4,"8236345","Oct 7, 2022",10/7/2022,,"Y",,
"N",21038,4,"8242158","Jan 4, 2032",1/4/2032,,"Y",,
"N",21038,4,"8242158*PED","Jul 4, 2032",7/4/2032,,,,
"N",22210,4,"8246950","Feb 20, 2028",2/20/2028,,,"U-1274",
"N",21829,4,"8246979","Sep 1, 2027",9/1/2027,,"Y","U-1272",
"N",21829,4,"8246979","Sep 1, 2027",9/1/2027,,"Y","U-1273",
"N",21829,4,"8246980","Nov 27, 2025",11/27/2025,,"Y",,
"N",50808,4,"8252776","Jun 24, 2025",6/24/2025,,,"U-124",
"N",203496,4,"8252839","May 24, 2024",5/24/2024,,"Y",,
"N",50808,4,"8268804","Jun 24, 2025",6/24/2025,,,"U-1078",
"N",21400,4,"8273876","Jul 23, 2027",7/23/2027,,,"U-1288",
"N",22525,4,"8283379","Nov 22, 2025",11/22/2025,,,"U-539",
"N",206439,4,"8283379","Nov 22, 2025",11/22/2025,,,"U-1641",
"N",22525,4,"8283379*PED","May 22, 2026",5/22/2026,,,,
"N",206439,4,"8283379*PED","May 22, 2026",5/22/2026,,,,
"N",21880,4,"8288415","Jul 24, 2016",7/24/2016,"Y","Y",,
"N",22426,4,"8288539","Mar 15, 2025",3/15/2025,"Y",,,
"N",206439,4,"8293794","Nov 22, 2025",11/22/2025,,"Y",,
"N",201635,4,"8298576","Apr 4, 2028",4/4/2028,,"Y","U-106",
"N",201635,4,"8298576","Apr 4, 2028",4/4/2028,,"Y","U-1992",
"N",201635,4,"8298580","Nov 16, 2027",11/16/2027,,"Y","U-106",
"N",201635,4,"8298580","Nov 16, 2027",11/16/2027,,"Y","U-1992",
"N",22008,4,"8303986","Apr 12, 2021",4/12/2021,,"Y",,
"N",22272,4,"8309060","Nov 20, 2023",11/20/2023,,"Y","U-1556",
"N",200533,4,"8309060","Nov 20, 2023",11/20/2023,,"Y","U-1178",
"N",200533,4,"8309060","Nov 20, 2023",11/20/2023,,"Y","U-1276",
"N",201655,4,"8309060","Nov 20, 2023",11/20/2023,,"Y",,
"N",206627,4,"8309060","Nov 20, 2023",11/20/2023,,"Y","U-1556",
"N",201655,4,"8309122","Feb 4, 2023",2/4/2023,,"Y",,
"N",20785,4,"8315886","Oct 23, 2020",10/23/2020,,,"U-1249",
"N",21880,4,"8315886","Oct 23, 2020",10/23/2020,,,"U-1249",
"N",204026,4,"8315886","Oct 23, 2020",10/23/2020,,,"U-1361",
"N",201655,4,"8329216","Feb 4, 2023",2/4/2023,,"Y",,
"N",22525,4,"8329752","Nov 22, 2025",11/22/2025,,"Y",,
"N",206439,4,"8329752","Nov 22, 2025",11/22/2025,,"Y",,
"N",22525,4,"8329752*PED","May 22, 2026",5/22/2026,,,,
"N",206439,4,"8329752*PED","May 22, 2026",5/22/2026,,,,
"N",202971,4,"8338427","Mar 15, 2025",3/15/2025,,"Y","U-1633",
"N",202971,4,"8338427","Mar 15, 2025",3/15/2025,,"Y","U-543",
"N",202971,4,"8338428","Aug 6, 2023",8/6/2023,,"Y","U-1633",
"N",202971,4,"8338428","Aug 6, 2023",8/6/2023,,"Y","U-543",
"N",21038,4,"8338470","Jan 4, 2032",1/4/2032,,"Y",,
"N",21038,4,"8338470*PED","Jul 4, 2032",7/4/2032,,,,
"N",206439,4,"8338485","Nov 22, 2025",11/22/2025,,"Y",,
"N",206439,4,"8338486","Nov 22, 2025",11/22/2025,,,"U-1641",
"N",22249,4,"8344006","Sep 23, 2029",9/23/2029,,"Y","U-1402",
"N",22249,4,"8344006*PED","Mar 23, 2030",3/23/2030,,,,
"N",205422,4,"8349840","Apr 12, 2026",4/12/2026,,"Y","U-1529",
"N",203496,4,"8349892","Jan 22, 2031",1/22/2031,,"Y",,
"N",206627,4,"8361499","Oct 30, 2021",10/30/2021,,"Y",,
"N",22525,4,"8362085","Nov 22, 2025",11/22/2025,,,"U-539",
"N",206439,4,"8362085","Nov 22, 2025",11/22/2025,,,"U-1641",
"N",22525,4,"8362085*PED","May 22, 2026",5/22/2026,,,,
"N",206439,4,"8362085*PED","May 22, 2026",5/22/2026,,,,
