"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",206038,1,"9670163","Dec 28, 2026",12/28/2026,,"Y","U-1911",
"N",207925,1,"9670163","Dec 28, 2026",12/28/2026,,"Y","U-1311",
"N",206940,1,"9675587","Mar 14, 2033",3/14/2033,,"Y",,
"N",22272,1,"9675610","Jun 16, 2023",6/16/2023,,"Y",,
"N",206627,1,"9675610","Jun 16, 2023",6/16/2023,,"Y",,
"N",206627,1,"9675611","Oct 30, 2020",10/30/2020,,,"U-1556",
"N",204820,1,"9675613","Aug 22, 2033",8/22/2033,,,"U-1020",
"N",208147,1,"9675703","Mar 15, 2027",3/15/2027,,"Y",,
"N",206334,1,"9682061","Apr 26, 2030",4/26/2030,,,"U-1569",
"N",208090,1,"9682075","Dec 10, 2030",12/10/2030,,"Y","U-1556",
"N",206627,1,"9682077","Oct 30, 2020",10/30/2020,,,"U-1556",
"N",207695,1,"9682092","Feb 16, 2027",2/16/2027,,,"U-1932",
"N",21770,1,"9687443","Jul 10, 2021",7/10/2021,,"Y",,
"N",22410,1,"9687454","Aug 7, 2029",8/7/2029,,"Y","U-1464",
"N",22549,1,"9687487","Oct 26, 2021",10/26/2021,"Y","Y",,
"N",204485,1,"9687526","Jan 30, 2035",1/30/2035,,,"U-1857",
"N",203313,1,"9687611","Feb 27, 2027",2/27/2027,,"Y",,
"N",203314,1,"9687611","Feb 27, 2027",2/27/2027,,"Y",,
"N",206321,1,"9687611","Feb 27, 2027",2/27/2027,,"Y",,
"N",208583,1,"9687611","Feb 27, 2027",2/27/2027,,"Y",,
"N",209776,1,"9694025","Aug 8, 2031",8/8/2031,,,"U-2120",
"N",21821,1,"9694078","Mar 13, 2026",3/13/2026,,"Y",,
"N",206494,1,"9695122","Jun 15, 2032",6/15/2032,"Y",,,
"N",206940,1,"9700542","Mar 14, 2025",3/14/2025,,"Y",,
"N",204958,1,"9700575","Jul 10, 2035",7/10/2035,,"Y",,
"N",208325,1,"9701712","Jul 29, 2030",7/29/2030,"Y","Y","U-2014",
"N",208471,1,"9707176","Nov 11, 2030",11/11/2030,,"Y",,
"N",208673,1,"9707176","Nov 11, 2030",11/11/2030,,"Y",,
"N",22511,1,"9707181","May 31, 2022",5/31/2022,,"Y",,
"N",21060,1,"9707270","Oct 1, 2024",10/1/2024,,,"U-2084",
"N",202811,1,"9708371","Aug 16, 2033",8/16/2033,,"Y","U-1515",
"N",202811,1,"9708371","Aug 16, 2033",8/16/2033,,"Y","U-1516",
"N",21272,1,"9713599","Dec 16, 2024",12/16/2024,,,"U-2036",
"N",202880,1,"9713611","Sep 12, 2034",9/12/2034,,"Y","U-55",
"N",205552,1,"9713617","Jun 3, 2033",6/3/2033,,"Y",,
"N",22472,1,"9717689","Sep 14, 2026",9/14/2026,,"Y",,
"N",203756,1,"9717720","Feb 10, 2032",2/10/2032,,"Y",,
"N",207793,1,"9717724","Jun 12, 2033",6/12/2033,,,"U-1848",
"N",207793,1,"9717724","Jun 12, 2033",6/12/2033,,,"U-2091",
"N",209531,1,"9717750","Jun 17, 2030",6/17/2030,,,"U-1942",
"N",209531,1,"9717750","Jun 17, 2030",6/17/2030,,,"U-1943",
"N",209531,1,"9717750","Jun 17, 2030",6/17/2030,,,"U-2093",
"N",209531,1,"9717750","Jun 17, 2030",6/17/2030,,,"U-2094",
"N",205108,1,"9724297","Aug 31, 2035",8/31/2035,,"Y","U-2096",
"N",207793,1,"9724303","May 2, 2025",5/2/2025,"Y","Y",,
"N",208692,1,"9724342","Jul 9, 2033",7/9/2033,,"Y",,
"N",208271,1,"9724343","Sep 30, 2029",9/30/2029,,"Y","U-1185",
"N",201739,1,"9724471","May 23, 2027",5/23/2027,,"Y","U-2092",
"N",205787,1,"9724471","May 23, 2027",5/23/2027,,"Y","U-2092",
"N",209862,1,"9724471","May 23, 2027",5/23/2027,,"Y","U-2092",
"N",205552,1,"9725455","Jun 3, 2033",6/3/2033,"Y",,,
"N",207793,1,"9730891","May 2, 2025",5/2/2025,,,"U-1848",
"N",203752,1,"9730900","Jul 10, 2028",7/10/2028,,,"U-2086",
"N",205677,1,"9730910","May 17, 2034",5/17/2034,,,"U-2085",
"N",205636,1,"9731087","May 18, 2031",5/18/2031,,"Y",,
"N",208798,1,"9731087","May 18, 2031",5/18/2031,,"Y",,
"N",208799,1,"9731087","May 18, 2031",5/18/2031,,"Y",,
"N",21338,1,"9731121","Oct 17, 2031",10/17/2031,,"Y",,
"N",22569,1,"9731869","Jan 26, 2032",1/26/2032,,"Y",,
"N",208065,1,"9732058","Jul 25, 2032",7/25/2032,"Y","Y","U-1777",
"N",209606,1,"9732062","Sep 16, 2034",9/16/2034,"Y",,,
"N",21923,1,"9737488","Sep 10, 2028",9/10/2028,,"Y","U-1480",
"N",21923,1,"9737488","Sep 10, 2028",9/10/2028,,"Y","U-1696",
"N",21923,1,"9737488","Sep 10, 2028",9/10/2028,,"Y","U-2107",
"N",208090,1,"9737530","Sep 2, 2036",9/2/2036,,"Y","U-1556",
"N",201739,1,"9737669","Nov 23, 2024",11/23/2024,,"Y",,
"N",205787,1,"9737669","Nov 23, 2024",11/23/2024,,"Y",,
"N",209862,1,"9737669","Nov 23, 2024",11/23/2024,,"Y",,
"N",209606,1,"9738625","Aug 1, 2034",8/1/2034,"Y",,,
"N",208624,1,"9744170","Jan 2, 2035",1/2/2035,,"Y","U-1889",
"N",21752,1,"9744181","Jan 13, 2024",1/13/2024,,"Y","U-257",
"N",21937,1,"9744181","Jan 13, 2024",1/13/2024,,"Y","U-257",
"N",202123,1,"9744181","Jan 13, 2024",1/13/2024,,"Y","U-257",
"N",203100,1,"9744181","Jan 13, 2024",1/13/2024,,"Y","U-257",
"N",204485,1,"9744209","Jan 30, 2035",1/30/2035,,,"U-1857",
"N",204485,1,"9744239","Jan 30, 2035",1/30/2035,,,"U-1857",
"N",208694,1,"9750684","Mar 15, 2030",3/15/2030,,"Y",,
"N",206627,1,"9750703","Dec 21, 2031",12/21/2031,,"Y",,
"N",203975,1,"9750726","Nov 29, 2030",11/29/2030,,"Y",,
"N",22416,1,"9750747","Aug 24, 2032",8/24/2032,,,"U-2041",
"N",22416,1,"9750747","Aug 24, 2032",8/24/2032,,,"U-2121",
"N",204485,1,"9750785","Jan 30, 2035",1/30/2035,,"Y",,
"N",209478,1,"9757394","Oct 28, 2036",10/28/2036,,"Y","U-2109",
"N",208341,1,"9757406","Jan 30, 2034",1/30/2034,,"Y",,
"N",205874,1,"9757416","Feb 18, 2024",2/18/2024,"Y","Y","U-1577",
"N",21529,1,"9757552","Jul 28, 2030",7/28/2030,,"Y","U-1",
"N",208090,1,"9763883","Jul 7, 2023",7/7/2023,,"Y",,
"N",22272,1,"9763933","Aug 24, 2027",8/24/2027,,"Y",,
"N",206627,1,"9763933","Aug 24, 2027",8/24/2027,,"Y",,
"N",22416,1,"9763954","Sep 13, 2028",9/13/2028,,,"U-2123",
"N",207318,1,"9765053","Jul 27, 2022",7/27/2022,,,"U-1974",
"N",206030,1,"9770407","Nov 10, 2028",11/10/2028,,"Y",,
"N",22272,1,"9770416","Aug 24, 2027",8/24/2027,,"Y",,
"N",206627,1,"9770416","Aug 24, 2027",8/24/2027,,"Y",,
"N",22529,1,"9770455","Aug 31, 2031",8/31/2031,,,"U-2110",
"N",208524,1,"9770455","Aug 31, 2031",8/31/2031,,,"U-2110",
"N",22272,1,"9775808","Aug 24, 2027",8/24/2027,,"Y",,
"N",206627,1,"9775809","Aug 24, 2027",8/24/2027,,"Y",,
"N",208411,1,"9775838","Mar 16, 2035",3/16/2035,,,"U-1903",
"N",206538,1,"9775954","Mar 2, 2024",3/2/2024,,"Y",,
"N",208673,1,"9775954","Mar 2, 2024",3/2/2024,,"Y",,
"N",21445,1,"RE37721","Oct 25, 2016",10/25/2016,"Y","Y","U-473",
"N",21687,1,"RE37721","Oct 25, 2016",10/25/2016,"Y","Y","U-473",
"N",21445,1,"RE37721*PED","Apr 25, 2017",4/25/2017,,,,
"N",21687,1,"RE37721*PED","Apr 25, 2017",4/25/2017,,,,
"N",22253,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1566",
"N",22253,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1567",
"N",22254,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1565",
"N",22254,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1568",
"N",22255,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1566",
"N",22255,1,"RE38551","Mar 17, 2022",3/17/2022,"Y","Y","U-1567",
"N",21395,1,"RE38912","Oct 11, 2021",10/11/2021,,"Y",,
"N",21395,1,"RE38912*PED","Apr 11, 2022",4/11/2022,,,,
"N",21235,1,"RE39030","May 29, 2017",5/29/2017,,"Y","U-396",
"N",21235,1,"RE39030","May 29, 2017",5/29/2017,,"Y","U-397",
"N",22192,1,"RE39198","Nov 15, 2016",11/15/2016,"Y","Y","U-971",
"N",22436,1,"RE39264","Aug 2, 2016",8/2/2016,,"Y","U-1006",
"N",22436,1,"RE39264","Aug 2, 2016",8/2/2016,,"Y","U-1484",
"N",22304,1,"RE39593","Aug 5, 2022",8/5/2022,"Y","Y","U-931",
"N",200533,1,"RE39593","Aug 5, 2022",8/5/2022,"Y","Y","U-1178",
"N",200533,1,"RE39593","Aug 5, 2022",8/5/2022,"Y","Y","U-1276",
"N",203794,1,"RE39593","Aug 5, 2022",8/5/2022,"Y","Y","U-1289",
"N",21395,1,"RE39820","Jan 30, 2018",1/30/2018,"Y","Y","U-566",
"N",21936,1,"RE39820","Jan 30, 2018",1/30/2018,"Y","Y","U-1593",
"N",206756,1,"RE39820","Jan 30, 2018",1/30/2018,"Y","Y","U-1702",
"N",21395,1,"RE39820*PED","Jul 30, 2018",7/30/2018,,,,
"N",21936,1,"RE39820*PED","Jul 30, 2018",7/30/2018,,,,
"N",21544,1,"RE39861","Jun 23, 2017",6/23/2017,,,"U-828",
"N",205098,1,"RE40640","Oct 14, 2016",10/14/2016,"Y","Y","U-1462",
"N",21406,1,"RE40812","Feb 2, 2021",2/2/2021,,"Y",,
"N",21743,1,"RE41065","Nov 8, 2018",11/8/2018,"Y","Y",,
"N",21743,1,"RE41065*PED","May 8, 2019",5/8/2019,,,,
"N",21303,1,"RE41148","Oct 21, 2018",10/21/2018,,"Y",,
"N",22063,1,"RE41148","Oct 21, 2018",10/21/2018,,"Y",,
"N",21303,1,"RE41148*PED","Apr 21, 2019",4/21/2019,,,,
"N",22065,1,"RE41393","Feb 8, 2022",2/8/2022,,,"U-961",
"N",22065,1,"RE41393*PED","Aug 8, 2022",8/8/2022,,,,
"N",21306,1,"RE41408","Sep 29, 2017",9/29/2017,,,"U-1072",
"N",21306,1,"RE41408","Sep 29, 2017",9/29/2017,,,"U-1556",
"N",21306,1,"RE41489","Sep 29, 2017",9/29/2017,,,"U-1072",
"N",21306,1,"RE41489","Sep 29, 2017",9/29/2017,,,"U-1556",
"N",21306,1,"RE41571","Sep 29, 2017",9/29/2017,,,"U-1072",
"N",21306,1,"RE41571","Sep 29, 2017",9/29/2017,,,"U-1556",
"N",203214,1,"RE41783","Dec 8, 2025",12/8/2025,"Y",,,
"N",208246,1,"RE41783","Dec 8, 2025",12/8/2025,"Y",,,
"N",21660,1,"RE41884","Aug 14, 2016",8/14/2016,,,"U-1117",
"N",21660,1,"RE41884","Aug 14, 2016",8/14/2016,,,"U-1290",
"N",21660,1,"RE41884","Aug 14, 2016",8/14/2016,,,"U-1434",
"N",22065,1,"RE41911","Sep 28, 2020",9/28/2020,"Y","Y","U-961",
"N",22065,1,"RE41911*PED","Mar 28, 2021",3/28/2021,,,,
"N",21446,1,"RE41920","Dec 30, 2018",12/30/2018,,,"U-1250",
"N",22488,1,"RE41920","Dec 30, 2018",12/30/2018,,,"U-1250",
"N",22341,1,"RE41956","Jan 21, 2021",1/21/2021,,"Y",,
"N",21303,1,"RE42096","Oct 21, 2018",10/21/2018,,"Y",,
"N",22063,1,"RE42096","Oct 21, 2018",10/21/2018,,"Y",,
"N",21303,1,"RE42096*PED","Apr 21, 2019",4/21/2019,,,,
"N",22311,1,"RE42152","Dec 10, 2018",12/10/2018,,"Y",,
"N",22405,1,"RE42353","Jun 27, 2022",6/27/2022,"Y","Y",,
"N",203341,1,"RE42376","Apr 13, 2024",4/13/2024,"Y",,,
"N",21445,1,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-1173",
"N",21445,1,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-473",
"N",21687,1,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-473",
"N",200153,1,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-1400",
"N",21445,1,"RE42461*PED","Apr 25, 2017",4/25/2017,,,,
"N",21687,1,"RE42461*PED","Apr 25, 2017",4/25/2017,,,,
"N",200153,1,"RE42461*PED","Apr 25, 2017",4/25/2017,,,,
"N",22081,1,"RE42462","Jul 29, 2018",7/29/2018,"Y",,,
"N",21976,1,"RE42889","Oct 19, 2016",10/19/2016,,"Y",,
"N",202895,1,"RE42889","Oct 19, 2016",10/19/2016,,"Y",,
"N",205395,1,"RE42889","Oct 19, 2016",10/19/2016,,"Y",,
"N",21976,1,"RE42889*PED","Apr 19, 2017",4/19/2017,,,,
"N",202895,1,"RE42889*PED","Apr 19, 2017",4/19/2017,,,,
"N",205395,1,"RE42889*PED","Apr 19, 2017",4/19/2017,,,,
"N",202258,1,"RE43298","Dec 22, 2024",12/22/2024,"Y","Y","U-1128",
"N",22055,1,"RE43390","Apr 12, 2021",4/12/2021,"Y","Y","U-805",
"N",201292,1,"RE43431","Jan 22, 2022",1/22/2022,"Y",,,
"N",21406,1,"RE43580","Feb 2, 2021",2/2/2021,,"Y","U-227",
"N",21976,1,"RE43596","May 9, 2017",5/9/2017,"Y","Y",,
"N",202895,1,"RE43596","May 9, 2017",5/9/2017,"Y","Y",,
"N",205395,1,"RE43596","May 9, 2017",5/9/2017,"Y","Y",,
"N",21976,1,"RE43596*PED","Nov 9, 2017",11/9/2017,,,,
"N",202895,1,"RE43596*PED","Nov 9, 2017",11/9/2017,,,,
"N",205395,1,"RE43596*PED","Nov 9, 2017",11/9/2017,,,,
"N",22181,1,"RE43797","Nov 17, 2024",11/17/2024,,,"U-1156",
"N",205065,1,"RE43797","Nov 17, 2024",11/17/2024,,,"U-1590",
"N",22181,1,"RE43797*PED","May 17, 2025",5/17/2025,,,,
"N",205065,1,"RE43797*PED","May 17, 2025",5/17/2025,,,,
"N",203634,1,"RE43799","Jun 9, 2020",6/9/2020,,"Y","U-1325",
"N",21976,1,"RE43802","Oct 19, 2016",10/19/2016,,,"U-1305",
"N",202895,1,"RE43802","Oct 19, 2016",10/19/2016,,,"U-1305",
"N",205395,1,"RE43802","Oct 19, 2016",10/19/2016,,,"U-1660",
"N",21976,1,"RE43802*PED","Apr 19, 2017",4/19/2017,,,,
"N",202895,1,"RE43802*PED","Apr 19, 2017",4/19/2017,,,,
"N",205395,1,"RE43802*PED","Apr 19, 2017",4/19/2017,,,,
"N",22341,1,"RE43834","Jan 28, 2019",1/28/2019,,"Y",,
"N",204168,1,"RE43879","Jun 3, 2023",6/3/2023,,,"U-839",
"N",21335,1,"RE43932","Jul 16, 2018",7/16/2018,"Y","Y",,
"N",21588,1,"RE43932","Jul 16, 2018",7/16/2018,"Y","Y",,
"N",21335,1,"RE43932*PED","Jan 16, 2019",1/16/2019,,,,
"N",21588,1,"RE43932*PED","Jan 16, 2019",1/16/2019,,,,
"N",22350,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1837",
"N",22350,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-995",
"N",200678,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1097",
"N",200678,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1838",
"N",209091,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1976",
"N",209091,1,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1977",
"N",20329,1,"RE44459","Mar 26, 2019",3/26/2019,,,"U-1431",
"N",205858,1,"RE44599","Jul 21, 2025",7/21/2025,,,"U-1558",
"N",205858,1,"RE44599","Jul 21, 2025",7/21/2025,,,"U-1615",
"N",206545,1,"RE44599","Jul 21, 2025",7/21/2025,,,"U-1549",
"N",205858,1,"RE44638","Aug 5, 2025",8/5/2025,"Y","Y",,
"N",206545,1,"RE44638","Aug 5, 2025",8/5/2025,"Y","Y",,
"N",22225,1,"RE44733","Jan 27, 2021",1/27/2021,"Y","Y","U-1794",
"N",22088,1,"RE44768","Feb 15, 2019",2/15/2019,"Y","Y",,
"N",22088,1,"RE44768*PED","Aug 15, 2019",8/15/2019,,,,
"N",204824,1,"RE44846","Aug 10, 2019",8/10/2019,,"Y",,
"N",204824,1,"RE44847","Aug 10, 2019",8/10/2019,,"Y","U-1442",
"N",202611,1,"RE44872","Nov 4, 2023",11/4/2023,,,"U-1527",
"N",203975,1,"RE44874","Mar 23, 2023",3/23/2023,"Y","Y","U-1476",
"N",204275,1,"RE44874","Mar 23, 2023",3/23/2023,"Y","Y","U-1548",
"N",204275,1,"RE44874","Mar 23, 2023",3/23/2023,"Y","Y","U-1691",
"N",203585,1,"RE45128","Mar 16, 2019",3/16/2019,"Y","Y","U-1576",
"N",21636,1,"RE45198","Jul 15, 2016",7/15/2016,,,"U-588",
"N",208471,1,"RE45313","Jul 12, 2020",7/12/2020,"Y","Y",,
"N",208673,1,"RE45313","Jul 12, 2020",7/12/2020,"Y","Y",,
"N",200603,1,"RE45573","Jun 23, 2025",6/23/2025,"Y",,,
"N",200603,1,"RE45573*PED","Dec 23, 2025",12/23/2025,,,,
"N",22433,1,"RE46276","Oct 30, 2024",10/30/2024,"Y","Y","U-1935",
"N",22433,1,"RE46276","Oct 30, 2024",10/30/2024,"Y","Y","U-1936",
"N",22433,1,"RE46276","Oct 30, 2024",10/30/2024,"Y","Y","U-1937",
"N",22433,1,"RE46276","Oct 30, 2024",10/30/2024,"Y","Y","U-1938",
"N",207981,1,"RE46284","Dec 16, 2026",12/16/2026,,,"U-1751",
"N",203313,1,"RE46363","Aug 3, 2026",8/3/2026,,"Y",,
"N",203314,1,"RE46363","Aug 3, 2026",8/3/2026,,"Y",,
"N",206321,1,"RE46363","Aug 3, 2026",8/3/2026,,"Y",,
"N",208583,1,"RE46363","Aug 3, 2026",8/3/2026,,"Y",,
"N",208854,1,"RE46365","Jan 11, 2028",1/11/2028,"Y","Y",,
"N",208854,1,"RE46375","Oct 5, 2026",10/5/2026,"Y","Y","U-1185",
"N",202450,1,"RE46417","Sep 5, 2020",9/5/2020,"Y","Y","U-1263",
"N",22307,2,"5288726","Apr 14, 2017",4/14/2017,"Y","Y","U-991",
"N",22307,2,"5288726*PED","Oct 14, 2017",10/14/2017,,,,
"N",21462,2,"5344932","Jul 24, 2016",7/24/2016,"Y","Y",,
"N",21462,2,"5344932*PED","Jan 24, 2017",1/24/2017,,,,
"N",21060,2,"5364842","Dec 30, 2016",12/30/2016,,,"U-48",
"N",21060,2,"5364842","Dec 30, 2016",12/30/2016,,,"U-55",
"N",22206,2,"5387603","Dec 1, 2018",12/1/2018,"Y","Y",,
"N",21492,2,"5420319","Aug 9, 2016",8/9/2016,"Y",,,
"N",21759,2,"5420319","Aug 9, 2016",8/9/2016,"Y",,,
"N",21492,2,"5420319*PED","Feb 9, 2017",2/9/2017,,,,
"N",21759,2,"5420319*PED","Feb 9, 2017",2/9/2017,,,,
"N",21773,2,"5424286","Dec 1, 2016",12/1/2016,,,"U-1108",
"N",21773,2,"5424286","Dec 1, 2016",12/1/2016,,,"U-653",
"N",22200,2,"5424286","Dec 1, 2016",12/1/2016,,,"U-1108",
"N",21641,2,"5453446","Feb 7, 2017",2/7/2017,,,"U-219",
"N",21658,2,"5482934","Oct 24, 2017",10/24/2017,"Y","Y","U-1002",
"N",22567,2,"5532241","Sep 29, 2019",9/29/2019,"Y","Y",,
"N",200603,2,"5532372","Jul 2, 2018",7/2/2018,"Y",,,
"N",200603,2,"5532372*PED","Jan 2, 2019",1/2/2019,,,,
"N",21016,2,"5545644","Dec 26, 2016",12/26/2016,"Y","Y","U-876",
"N",21985,2,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",22107,2,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",22217,2,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",22545,2,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",200045,2,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",21985,2,"5559111*PED","Jan 21, 2019",1/21/2019,,,,
"N",22107,2,"5559111*PED","Jan 21, 2019",1/21/2019,,,,
"N",22074,2,"5595760","Mar 8, 2020",3/8/2020,,"Y","U-831",
"N",21856,2,"5614520","Mar 25, 2019",3/25/2019,"Y","Y","U-954",
"N",21532,2,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",22100,2,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",200175,2,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",21144,2,"5635485","Apr 1, 2018",4/1/2018,"Y","Y","U-578",
"N",21880,2,"5635517","Oct 4, 2019",10/4/2019,"Y",,,
"N",204026,2,"5635517","Jul 24, 2016",7/24/2016,,,"U-1359",
"N",21411,2,"5658590","Nov 26, 2016",11/26/2016,,,"U-494",
"N",21411,2,"5658590*PED","May 26, 2017",5/26/2017,,,,
"N",21560,2,"5665772","Sep 9, 2019",9/9/2019,"Y","Y","U-1049",
"N",21560,2,"5665772","Sep 9, 2019",9/9/2019,"Y","Y","U-1365",
"N",22334,2,"5665772","Sep 9, 2019",9/9/2019,"Y","Y",,
"N",203985,2,"5665772","Sep 9, 2019",9/9/2019,"Y","Y",,
"N",21560,2,"5665772*PED","Mar 9, 2020",3/9/2020,,,,
"N",22334,2,"5665772*PED","Mar 9, 2020",3/9/2020,,,,
"N",203985,2,"5665772*PED","Mar 9, 2020",3/9/2020,,,,
"N",21332,2,"5686411","Mar 16, 2019",3/16/2019,"Y","Y","U-638",
"N",20832,2,"5690958","Sep 30, 2016",9/30/2016,,"Y",,
"N",22023,2,"5691336","Mar 4, 2019",3/4/2019,"Y","Y",,
"N",203858,2,"5712279","Feb 21, 2020",2/21/2020,"Y","Y","U-1317",
"N",21697,2,"5723606","Dec 15, 2019",12/15/2019,"Y","Y","U-698",
"N",21697,2,"5723606","Dec 15, 2019",12/15/2019,"Y","Y","U-868",
"N",20845,2,"5732693","Dec 13, 2016",12/13/2016,,"Y","U-1230",
"N",20845,2,"5732693*PED","Jun 13, 2017",6/13/2017,,,,
"N",20912,2,"5733919","Oct 23, 2016",10/23/2016,"Y",,,
"N",20913,2,"5733919","Oct 23, 2016",10/23/2016,,,,
"N",21743,2,"5747498","Nov 8, 2018",11/8/2018,"Y","Y","U-659",
"N",21743,2,"5747498*PED","May 8, 2019",5/8/2019,,,,
"N",21536,2,"5750497","Jun 16, 2019",6/16/2019,"Y","Y","U-668",
"N",20845,2,"5752504","Dec 13, 2016",12/13/2016,,"Y","U-1230",
"N",20845,2,"5752504*PED","Jun 13, 2017",6/13/2017,,,,
"N",22416,2,"5753646","Jun 27, 2021",6/27/2021,"Y","Y","U-2041",
"N",22275,2,"5753677","May 19, 2020",5/19/2020,,,"U-978",
"N",22117,2,"5763476","Jun 9, 2020",6/9/2020,,"Y","U-1960",
"N",22117,2,"5763476","Jun 9, 2020",6/9/2020,,"Y","U-1961",
"N",22117,2,"5763476","Jun 9, 2020",6/9/2020,,"Y","U-1962",
"N",22117,2,"5763476","Jun 9, 2020",6/9/2020,,"Y","U-1963",
"N",22117,2,"5763476","Jun 9, 2020",6/9/2020,,"Y","U-326",
"N",22117,2,"5763476*PED","Dec 9, 2020",12/9/2020,,,,
"N",21087,2,"5763483","Aug 23, 2016",8/23/2016,"Y","Y","U-1113",
"N",21246,2,"5763483","Aug 23, 2016",8/23/2016,"Y","Y","U-1113",
"N",21087,2,"5763483*PED","Feb 23, 2017",2/23/2017,,,,
"N",21246,2,"5763483*PED","Feb 23, 2017",2/23/2017,,,,
"N",21346,2,"5792477","May 2, 2017",5/2/2017,,"Y",,
"N",21346,2,"5792477*PED","Nov 2, 2017",11/2/2017,,,,
"N",22041,2,"5834448","Nov 14, 2016",11/14/2016,,"Y","U-789",
"N",19762,2,"5840327","Aug 15, 2016",8/15/2016,,,,
"N",21636,2,"5840737","Jul 15, 2016",7/15/2016,,,"U-623",
"N",21636,2,"5840737","Jul 15, 2016",7/15/2016,,,"U-624",
"N",21106,2,"5849535","Mar 25, 2017",3/25/2017,"Y",,,
"N",21567,2,"5849911","Jun 20, 2017",6/20/2017,"Y","Y","U-167",
"N",21567,2,"5849911*PED","Dec 20, 2017",12/20/2017,,,,
"N",22363,2,"5856336","Dec 25, 2020",12/25/2020,"Y",,"U-998",
"N",22156,2,"5856346","Jan 5, 2021",1/5/2021,"Y","Y","U-893",
"N",21368,2,"5859006","Nov 21, 2017",11/21/2017,"Y","Y",,
"N",20719,2,"5859037","Nov 13, 2017",11/13/2017,,,"U-251",
"N",20908,2,"5860946","Jul 1, 2017",7/1/2017,,"Y",,
"N",20986,2,"5866538","Jun 20, 2017",6/20/2017,,"Y",,
"N",21172,2,"5866538","Jun 19, 2017",6/19/2017,,"Y",,
"N",21536,2,"5866538","Jun 20, 2017",6/20/2017,,"Y",,
"N",20986,2,"5866538*PED","Dec 20, 2017",12/20/2017,,,,
"N",21172,2,"5866538*PED","Dec 19, 2017",12/19/2017,,,,
"N",20630,2,"5866591","Sep 10, 2017",9/10/2017,,"Y",,
"N",20630,2,"5866591*PED","Mar 10, 2018",3/10/2018,,,,
"N",21087,2,"5866601*PED","Aug 2, 2016",8/2/2016,,,,
"N",21246,2,"5866601*PED","Aug 2, 2016",8/2/2016,,,,
"N",21926,2,"5872145","Aug 14, 2017",8/14/2017,,"Y","U-1719",
"N",21926,2,"5872145*PED","Feb 14, 2018",2/14/2018,,,,
"N",13718,2,"5872147","Dec 5, 2017",12/5/2017,,,"U-585",
"N",20833,2,"5873360*PED","Aug 23, 2016",8/23/2016,,,,
"N",21077,2,"5873360*PED","Aug 23, 2016",8/23/2016,,,,
"N",21299,2,"5874447","Jun 10, 2017",6/10/2017,,,"U-286",
"N",21299,2,"5874447","Jun 10, 2017",6/10/2017,,,"U-46",
"N",21299,2,"5874447","Jun 10, 2017",6/10/2017,,,"U-518",
"N",20487,2,"5879706*PED","Jul 19, 2016",7/19/2016,,,,
"N",21671,2,"5891467","Jan 31, 2017",1/31/2017,,"Y",,
"N",21153,2,"5900424*PED","Nov 4, 2016",11/4/2016,,,,
"N",21957,2,"5900424*PED","Nov 4, 2016",11/4/2016,,,,
"N",22511,2,"5900424*PED","Nov 4, 2016",11/4/2016,,,,
"N",50808,2,"5908838","Feb 19, 2018",2/19/2018,,,"U-917",
"N",21752,2,"5914331","Jul 2, 2017",7/2/2017,"Y",,,
"N",21752,2,"5914331*PED","Jan 2, 2018",1/2/2018,,,,
"N",21316,2,"5916595","Dec 12, 2017",12/12/2017,,,,
"N",21346,2,"5916598","May 2, 2017",5/2/2017,,"Y",,
"N",21346,2,"5916598*PED","Nov 2, 2017",11/2/2017,,,,
"N",21008,2,"5922338","Jul 13, 2016",7/13/2016,,"Y",,
"N",21008,2,"5922338*PED","Jan 13, 2017",1/13/2017,,,,
"N",21008,2,"5922682","Jul 13, 2016",7/13/2016,,"Y",,
"N",21008,2,"5922682*PED","Jan 13, 2017",1/13/2017,,,,
